text	label
ya allah nima ka bani identical twins masu albarka dan allah ku tayani da ameen	positive
it gonna be interesting and arresting story allah ya kamana zaman lafiya a nigeria weldone youre the best bro	positive
ikon allah wani dan baiwa na karatu da muryoyin sudais muhammad ayyubi shuraim da sauransu watch subscribe and share to other muslims umma 	positive
yau har da manya a gidan kenna youre welcome sir 	positive
what got you so excited hajiya dahalama kinchi kasuwa a ado bayaro mall	positive
tsohon senate ina gaisuwa nima a samo mun mana	positive
maryam kiyi hukuri da abinda a kayi miki duk wanda yatuzarta dan uwansa muslim allah sai allah yatuzarta shi maryam stop crying god bless u with all blessing	positive
matsalar ce ai guda ďaya take bata chanxawa adik lokacin da kai yunkurin kawo gyara wa ķasa tohm tabbas kwanan ka ya kusa ķarewa saide waďanda allah ya karesu mu dai fatan mu ubangiji allah ya maye mana gurbinsa da mafi alkhairii ya kuma jiķan coas attahiru never forget	positive
that feeling after baba buhari wins 2019 election	positive
sai a gyara idan anaso allah yayi keeping naku safe 	positive
we are baba supporters  we love  we don t hate	positive
baba declares that nigeria is safe and secure for tourism  citing improved security and country s burgeonioning change	positive
my babban director gaskiya wannan shiri yana matukar qayatarwa allah ya kara daukaka da basira amma fa ka kira ruwa domin an koma gidan jiya ko ya zata qarewa ohodama kowa yaci duzu lalle yayi aman gashi	positive
2019 election will be like june 12 1992 because the way our vote go speak go fear the world sai baba	positive
wowww gaskiya wannan ba karamin ci gaba bane ga masanaantar kannywood keep moving as a team 	positive
zan nima tuba daga allah allah ya femun zubaina da naiu baki daya amin ya allah no mai laifine ka yafemun birahmatika ya arhamar rahimin	positive
ba karya kinyi kyau hajiya keep it up 	positive
mahaifina shine gwanina i love you baba so dayawa ina alfahari da kai abbana	positive
hmmmmmmm hau ka tafi oga labarina yana tafiya yanda akeso wannan ka rabu dashi son a san yayi sug president neh kurum amma labarina yana yanda ake so	positive
hotuna sunyi kyau allah ya karawa kasata nigeria  albarka ya saukar mana da arziki da kwanciyar hankali allah ka taimaki shugabanninmu zuwa abinda kakeso kuma ka yarda i love nigeria	positive
my governor where are you muma fah munaso	positive
innalillahi wa inna ilaehirrajiun may allah have mercy on us xunubin mu yy yawa we have to stop our bad behavior wlhy 	positive
lefinki iyawa queen 	positive
lahira ma free ake zuwa ai	positive
allah sa hk shiyafi masa alkhairi we love uh abba amma hk allah yaso karka damu	positive
dear barka da shan ruwa 	positive
korai kuwa ga mai rai zabe ya iso allah yasa mugani lokacin zaben ameen ku duba jiya wasu mutane da suka mutu a rally zuwan jihar taraba yanxu fisabilillahi me suka samu banza ta kashe su kuma hakan bai hana su gudanar da gangamin yakin neman zaben su ba inna lillahi	positive
tallar  film din dan iya tayi kyau sosai ubangiji allah yakawo kasuwa mai albarka	positive
ina matukar girmamaki har sai da na koma kiranki da aunty rahma na sha suka da zagi a kan kare martabarki amma hakan bai sai kin ji tausayina ba duk da cewa ba a shiga tsakanin allah da bawan shi meye wannan yanzu	positive
ameen summa ameen my jaruma	positive
insha allah zeyi kyau tinda my sister ce	positive
allah yajikan chairman yakuma sa ya huta ameen we will never forget with this superhero of all hausa movies 	positive
a a kuma munyafe dan allah 	positive
a here jst to read a comment and laugh  rahama allah ya shiryeki	positive
the fear of the almajiri is the beginning of wisdom	positive
is my pleasure sir allah ya kara basira	positive
vote for donald duke or kingsley moghalu shikenan	positive
malam aminu ina tare dakai a duk wata qafar sada zumunta sbd qauna please ga layina dan allah inaso muna gaisawa 08064273095 ngd	positive
happy sallah the gerry da retoh	positive
looking sweet  rahama	positive
kice ma ali nuhu handsome mna 	positive
allah ya jikanshi allah ya gafarta mashi  there will never be another like you 	positive
the main opposition candidate  alhaji atiku abubakar  is gaining momentum	positive
kaga sarki mai daraja wanda ya iya dressing taka warka lafiya dan wanka	positive
amin the princess of kannywood but be careful woo summa aamanu summa khafaruu	positive
please vote atiku i beg you allah kabama atiku	positive
prince mai jiran gado at it again wannan yaro dai allah ya mana maganinsa annabi muhammadu saw yace kuje aikin hajji kafin a hanaku zuwa 	positive
gaskiya wannan video yayi kyau sosai kuma zai jawo hankali matuka hakika anyi kokari allah ya kara basira saboda haka ina neman amincewarka akan wannan video zan daura shi a channel dina na youtube domin ya kara yaduwa yashiga ko ina da ina a kasarmu ta nigeria 	positive
salati goma goma ga annabi  retweet and like  	positive
sick baba is now strong baba	positive
to muma mutanen kano ai yakamata kizo ki bude branch ai ko kinfi son mutanen kd din next 	positive
innalillahi wa inna ilaehirrajiun may allah have mercy on us xunubin mu yy yawa we have to stop our bad behavior wlhy 	positive
allah yakara tsare imaninmu karki damu no body is above mistake allah ya yafemana gaba daya and rahama kinada makiya ni nagani wllhy so you have to be very careful akan shigar dazaki ringa yi pls as a child of god as a muslim girls 	positive
ramadhan creem sir allah ya gafartamuna albarkacin ramadham creem 	positive
wow wannan mekup hka wanka yabi jiki  ba sauqi dai i will come to see you zamuyi mgn	positive
happy ramadan kareem aunty rahama 	positive
looking beautiful rahma for your information guys wallahi i guarantee you wallahi who ever say something wrong about rahma again we will just say allah ya isa da burouba ku wayasan me kukeyi a gefe allah shi toni asirinku fools  back to school	positive
allah yaqara daukaka sister love you 	positive
wannan kyau haka kaman ba za a mutu ba beautiful is your name 	positive
ameen thumma amin muna ta jiran tallafi daga wajen ka a matsayin ka na sarki you supposed to bless your fans wlh 	positive
if they tell you president mbuhari is scared to debate  show them this video  siyasar bana	positive
allah kasa ya zama best film of 2020 yayi beating dika nigerian film american indian e t c a duk duniya kowa yaji sunanshi yaro da babba birni da kauye black and white har da jarirai ma 	positive
amin fatiti muna kuma rokon allah yakarawa wanda ya kirkiri copy and paste lapia	positive
allah yafisu allah yacigaba da kare mana gov zulum	positive
mashaa allah allah ya kara daukaka musulunci da musulmi amma fa muna fatan ayi 30 bana idan kuma anga watan shikenan zamuyi missing ramadan 	positive
kogi state presidential rally today muna godiya mutan kogi	positive
the boss lady kici zamanin ki 	positive
nice one mai gida	positive
da kyau big director 	positive
allah yabiya dear allah yakara budi ya bakai nasara aduk abinda kikasa agaba	positive
allah ya karawa rayuwa albarka dan girman nabiyul rahmati 	positive
sarki ali nuhu we love you	positive
ayya kash  sai dai bani kusa da wajen bikin kai ga wayatana biyo taciki because i dont want to be left behind allah sanya alkairi	positive
congratulations  saura kuma abu ko	positive
this people are frustrating us but still we say sai baba mbuhari	positive
i really enjoy watching mati a zazzau amma kun kai gaisuwa wajan sarkin zazzau kuwa	positive
happy birthday   allah kawo miji ngr	positive
bana fargabar kallon film indai falalu ne mai bada umarni allah ya qara basira	positive
allahumma innaka afuwun tuhibbun afuwaafuanni	positive
president buhari baba mbuhari  just declared june 12 as democracy day in nigeria  instead of the usual may 29	positive
allah kasa in mun je bikin a gan mu a bamu rice 	positive
allah ya shiryaka  ya kuma dawo d hankalinka kan talakawan da suka baka yancinsu suka zageka dan ganin cewa zakayi adalci amma sam baka wani kokari aradu happy birthday baba manjo	positive
allah ya kaimu muji daga bakin boss	positive
we will take you to next level inshaallah  baba buhari dodar	positive
baba has stated the obvious i am glad that he has seen the light may allah bless him	positive
congrats abar ma yara hakanan 	positive
stay safe rahama 	positive
ina mai matukar alfahari da yare na na hausa ni bahaushe ne cikakke ba hausafulani ba allah ya kara daukaka mu hausawa mu rike aladun mu mu kuma aje wasu aladun da yawa wadan da ba namu ba domin kara fahimtar asalin mu a gaskia aladun mu da dama ya bace proudly hausa	positive
flash  pdp chieftain  chief ebenezer babatope  has commended baba for declaring june 12 as a new democracy day	positive
allah ya karba tuban ki rahama allah kuma yasa shiryuwa ce ta har abadawe are all sinners is just that we sin differently allah ya yafe mana baki dayaallah yana son bawansa mai tuba bayan kuskure	positive
i said this after the pdp presidential primaries may allah see us through all	positive
anzo gidanku anyi draw amma you guys are celebrating hala madrid 	positive
allah ya kara lafiya da imani daddy ina maka fatan alkhairi	positive
to allah subhanahu wataala yadubemu da idon rahma yakawomana karshen wannan taaddancin yahayyu ya qayyoom 	positive
hmm duniar musulmi da labarawa kenan a yau daga zama super power lokacin uthman empire zuwa the weakest community lokacin prince salman allah ya kawo mana mafita	positive
wlh harga allah ina matukar kaunarki har cikin zuciyataamma kash kinfi karfina wlhdomin kuwa ko pure water bazaki iya aikena siye ba  amma dan girman allah kisakani a cikin jerin kasoyanki 	positive
sai mai gaskiyanice work prince 	positive
barka da safiya ma mentor dafatan kintashi lpy	positive
elrufai mai rusau is really serious this time	positive
gimbiya beautiful halitah 	positive
mu kam next level mukayi	positive
au ashefa ur name can be twisted as ramatu to be sincere rahama yafi dadi	positive
gaskiya kam baby kinyi dan banzan kyau yasin kamar a madina kwarankwatsa	positive
thanks rahama  amen 	positive
nigeria is lucky to have osinbajo as vp but ehn peter obi is wow baba atiku really tried in picking him	positive
i love everything about d movie very educated duniyata yau ta dawo sabuwa kai ka shigo ka yoh aiki dole inyi maka sakayya	positive
gaskiya duk kowanne ya burgeni amma ina ganin ya daga allah kamar ya fi burgeni shi kuma role nata a labarina takaici take bani saboda son da takeyi wa mahmoud yayi yawa wallahi 	positive
ko kefa ay irin wannan dress yafi hbd 	positive
bola tinubu fought tirelessly for this date to be recognized up up our silent achiever baba	positive
sai baba sai osinbajo sai next level	positive
wow wanna gaskiya ne wani yace duk kano babu kamar ki	positive
allah ya kare ki da mahassada pepper dem gang  	positive
gogan yayi tunani shi ake ma tafi harda wani thank you	positive
ohhhhhi knw it com out frm hatersbt tnk god u re safe nd fynthe fisrt day i heard abt it i cry duk da ma nasan baki san ina yinki ba the thing pain me so much bt tnkx to almightykeep on prayin plssdaman sai ka shiga damuwa zaka gane masu sun kaluv frm 	positive
ameen  director na kwarai kuma dan gaske	positive
nasha aradu pics innan sunyi killing ina	positive
rahma inayinki wallahi love you	positive
wannan shi ake kira late commer wanda abunda ya hana har yanxu dependers su gano messi don su hanashi jefa kwallo a raga idan ka duba ya kware sosai wajan zura irin wannan kwallon a raga	positive
tab ashe zamusha kallo inda rai dan allah kada wanna labarin ya qare nan kusa a jashi sosai kamar su game of thrones ko vikings or lord of the rings muyita tafiya muna nishadi 	positive
the great leader mukam ba wannan ce matsalar mu ba wlh kasan cewa akwai ranar tsayawa fa kasan duk wanda yai mulkin kasar nan sai da kace bai iya ba 	positive
npower is baba achievement	positive
ba laifi tana kokari kasan ace education is the key of success  	positive
haba ai wannan namune kinfi karfin two million 	positive
director kayi gaskiya allah ya bada lada	positive
malama hauwa nalison private school maidugurita rasu allah ya jikan ta da rahama 	positive
gaskiya wana soyaya ta wow	positive
hon ojukaye flag amachree receives his certificate as the duly elected chairman of apc  rivers state congratulations siyasar bana	positive
sabuwar kungiya is lording allah yakiya musulman duniya	positive
nice one directe gsky wannan episode din zaiyi kyau	positive
sarkin ganduje in action	positive
amin yah allah las las mahmud dai jamila zai aura  lolz allah yasanya alkairi amin	positive
ikon allah nidai da nasoki sosai daga baya alamuranki duk sun janza kuma haryanzu na kasa daina sanki buh plz and plz dear kada ki kiki jin shawara  i love you	positive
hasbunallahu wa niimal wakil allah ka muna katangar karfe da wannan cuta ta corona ya allah ka hana wannan cuta zuwa yankin mu na arewa dake da matukar raunin tasarin kiwon lafiya da kuma yawan matalauta	positive
ya rabbul alamin ka kawo mana karshen wannan annobar dake damun mu amin	positive
ahayyedolene baban director dole kace wnan episode yafi burge ka sbd anyi show sosai allah yasaka mah rukayya dan tafadi gaskia dan mahmud bashida liver na saka mace ta so shi itakuma sumayya ta zirma da yawa sosai allah dai yabiya ka director	positive
alhaji atiku abubakar confessed that part of why he chose peter obi as his running mate is his strong footprint in business	positive
age with grace  yarinya	positive
malam saira kana kokari sosai wlh allah yakara basira sannan aita hakuri da masoya kasan dan adam duk yadda kayi baka iyamai allah yashige mana gaba sir	positive
i have resolved to work with baba buhari and i know that several other people are doing same	positive
this is a welcome development allah yabamu saa	positive
rahama i love u	positive
sister dinki tayi kyau sosai  	positive
nikuma tabbass akanki rataye kaina zanyi saboda inason ki so ngasky baby	positive
allah sarki masoyiya true love never die wlh sonki a jinina yake is more than what you think 	positive
i love this app acigaba da gashi	positive
bayan sir abubakar tafawa balewa da sir ahmadu bello babu wani mahaluki da yakai alhaji muhammadu buhari  argue with your keyboard 	positive
agaskiya ina matukar alfahari dake  i need one day to meet you 	positive
rawar ganin da ya taka cikin watanninsa shida kasha kai ko kwatarta baka taka ba a shekarunka takwas allah ya karawa gov matawalle karfin gwiwar gudanar da mulkinsa	positive
alhamdulillah allah tabbatar dan isar maulatii sayyada fadeemah alaihas salatu wassalam 	positive
wish you more success ahead dear allah ya taimaka ya bada saa ya kawo rabo mafi alheri keep smiling my star  	positive
my king barka da hutun karshen mako may almighty god continue to bless both u and your lovely family	positive
exactly auntie rahama	positive
mai gaskiya sai allah bless you baban su buhari 	positive
jesuuu christiii  baba mbuhari your school son is right here  this one we haven t heard your voice  i hope all is well	positive
please akawo zakunan nigeria zasu taimaka 	positive
kar a cinye nama baayi sadaka fisabillil lahi bah  domin abin dadin shine sunan ki ma yayi kaman ceceniya da sakar saudau ta sadar da sadakawhat a rhythm plzz ku yawaita sadaka allah karba mana	positive
hmm cire larabci bashi zai sa musulunci ya kare a nıgerıa ba dan allah yayi alkawarin tsare addinin sa and inshaa allah islam will dominate the world not only nigeriajahilai kawai jinin firauna wanda basason zaman lfy	positive
ramadan de yazo atuba abi allah ba aita bin office din yan siyasa makiya allah ba tam	positive
ameen ya rabb they really need our prayers ya rabbi ka karemu daga wannan annobar kajiqan wainda suka rasu masu shi kuma kabasu lfy	positive
allahumma innaka afuuwun tuhibbul afwa faafu annaa 	positive
allah yasa wajen exams ba social distancing 	positive
haka akeso celebrity su dingayin abin dazai taimakawa jamaar su tabbas gwarzuwa tayi abin a jinjina mata kudos 	positive
nagane point naki so kike kice kunyi kama tohm hancinne kawai ya banbanta are you now happy 	positive
campaign is not like that of olden days as everyone is shouting sai baba buhari	positive
mansoor yayi kyau sosai allah yakara basira king 	positive
baki da dama soo funny allah ya kara daukaka	positive
ki kiyayi gamuwarki da allah hajiya rahma sadau ki kiyayi lokacin da zaa baki littafinki ace ki karanta ya isheki hisabi  اقرأ كتابك كفى بنفسك اليوم عليك حسيبا	positive
muna fata allah yasa komai ya dawo normal kam	positive
tsalle daya mukayi muka fada next level gashi munyi fiye da dubu amma mun kasa fitowa allah yasa idan mun fito bazamu fada a extra level ba 	positive
all d best megida	positive
allah ya taimakeki ya qara daukaki wannan farin cikin arewa ne sosai kuma alhamdulillahi naga duk caligraphy din masu haskaka zuciya ne gaskiya am happy 	positive
inna son twitter saboda kowa comment din hankali yake sabanin facebook 	positive
love u rahama sadau	positive
my god that film is nice wlh i think the time keeper should just ring the bell antashi wlh babu wani film nanda 5 years to come dazai breaking record dinshi acigaba da dagewa muna yinki 	positive
masha allah  you look so good my sis allah ya kara budi da daukaka  	positive
allah kasa zuwan su shine sanadiyyar kawo karshen covid19 a najeriya idan ma sharri suka zo dashi yã allah ka mayar dashi alkhairi 	positive
inama akwae kudi akasa da nayi wuff da babyn nan tuni 	positive
the future of our country our economy and how to create jobs for our teeming youth came under focus in the vp debate baba will knock it out	positive
masha allah congratulations allah ya kara basirasambokuma taska	positive
true talk wllh king namu barkammu da asubaa allah yabamu alheran dake cikin wannan rana amen	positive
honoring the late mko abiola and declaring june 12 the new democracy day is long overdue  nice one  pmb our baba of the nation	positive
aslm muna muku tallan channel din mu mai makaranta tv ana koyar da faransanci da harshen hausa wato français kiyu mana subscribe da qararrawa dan allah mungode 	positive
h b d stay blessed go girl  wish you many many more ubangiji allah yakawo miji nagari amin	positive
his song verse rokon da muke a nan duniya har can lahira allah sa muga annabi muhammadu allah ya gafartwa shata 	positive
allah ya dawo mana da new hitler 	positive
allah gwai wlh tunda namu jan aji suke muna turawan xamu koma ma bbu lefe bbu i see i love 	positive
hahaha    zaasha mamaki kam da cabals allah yasa musauka lafiya a jirgin next level	positive
ikon allah nidai da nasoki sosai daga baya alamuranki duk sun janza kuma haryanzu na kasa daina sanki buh plz and plz dear kada ki kiki jin shawara  i love you	positive
allah sarki may allah forgive us all nima harkin sani kuka allah ya tsare na gaba i later realize that is not her fault tsautsayi ne ya ja hakanmuyi hakuri	positive
happy sallah washa beby 	positive
alhamdulillah film yayi dae yadda akeso saura	positive
wannan ai wankan buzaye me but is nice	positive
oga alamari yana dadi fa allah ya bamu saa boss	positive
hanty things are getting worst  allah kawo mana karshen wanna annoba ta boko haram banditry and kidnappers	positive
arewa most beautiful 	positive
hmm duniar musulmi da labarawa kenan a yau daga zama super power lokacin uthman empire zuwa the weakest community lokacin prince salman allah ya kawo mana mafita	positive
best of luck  allah yasa agama lafiya	positive
yar amana kice munatare kenan ahh haakaa yayi kyau ina yinki kuma gashi kema kina yinmu up up barca barc	positive
allah ka tsare mu daga wannan annobar coronvirus din	positive
work done well allah ya kara daukaka the king 	positive
masha allah we are all in support of this decision apc mbuhari	positive
allah ya fadawa manzan allah cewa ya fadawa matan sa da matan musulman duniya gaba daya su dauki mayafi su rufe jikin su gaba amma ke rahma saboda tsabar rashin daraja kinzo ki bar mutane sai zooming suke gaba da baya duk allah zai saka manakinsa mun kalla ba asan ran mu ba	positive
king of kannywood  anji jiki kenn insha allah wann shirin zamu kalleshi	positive
best of luck  rahama	positive
we are right heading to next level in 2019 insha allal kudos to our vp the prof	positive
adduar neman ganin annabi صل الله عليه وسلم 	positive
atku is also making ways for the almajiri his new policy atikuobi	positive
hahahaha allah ya taimaki honorable gudaji kazaure fatan alheri	positive
true fact yar uwa	positive
congratulations yar gwagwarmaya 	positive
vice president profosinbajo joins the debate of the vice presidential candidates in abuja za a fara bugawa	positive
amana supply nashi a film house cinema on 7th feb zai bada armashi muna ci muna kalloyommie	positive
my best kannywood male star	positive
ameen ya rabb they really need our prayers ya rabbi ka karemu daga wannan annobar kajiqan wainda suka rasu masu shi kuma kabasu lfy	positive
one man army soja kai kaɗai gayyane 	positive
 rabu dasu malam aikin ka yana kyau wlh ba kamar labarina akaf hausa series izuwa yanzu	positive
allah ya ja zamanin prince	positive
rahama sadau  love you so much from ghana aka tatuma 	positive
alhamdulillah am happy for zainab allah ya fitoda sauran da suke cikin irin wannan hali kuma basu samu mai cetosu ba	positive
in zaka iya taimako na danallahhelp a girls dreams reality thank you	positive
allah im just doing as if wani ganewa nake	positive
one thing dayake burgeni da sarki alinuhu shineh jajirtaccen mutum neh	positive
ki kiyayi gamuwarki da allah hajiya rahma sadau ki kiyayi lokacin da zaa baki littafinki ace ki karanta ya isheki hisabi  اقرأ كتابك كفى بنفسك اليوم عليك حسيبا	positive
ubangiji allah yayi mikijagora i love you 	positive
anti corruption is baba achievement	positive
wasa farin girki wannan lamari zai bada sugar 	positive
allah ya kyauta ni banga amfanin soke sars ba wlh anfiso a bar yahoo boys suna chutar da mutane kenan allah ya kyauta 	positive
recognized mko abiola and made june 12 democracy day sai baba	positive
i cant stop laughing allah ya kara basira my number1 director su hajiya an bar gida kenan massifa alhaji ya kira dan sanda abu ya lallace na allah singham ya fatso gari	positive
please when will baba atiku congratulate the mkoabiola family for the worthy recognition of their late patriach by the mbuhari	positive
shuguba buhari yayi daidai allah ya taimaka masa ya aiwatar da uzurin sa akan matasan nan sun addabe mu wata kila suna tsoro kada ache dasu akayi shawara don zaayi rahoto da a shafin twitter aka wallafa labarin tsoro sukaji kada su zama next victims a kone musu jari	positive
hmmm wallahi ki kiyayeni ko in ta sonki kamar zan mutudo u know what just bcoz ure amazing by nature	positive
hassanbadema atiku i don t care who does or who doesn t  all i know is the ones we know  let s try to eradicate them kaji magana	positive
masha allah suyita hada hand sanitizers dashi 	positive
babban yarinya queen rahama	positive
aslm alkum barkamu dayuni dan alh conpany arewa 24 munaso muyi anfani dawanan aplication din ama gaskiya yana numana matsala kuna iya wa mutane bayani dan sugane munaso muyi anfani dachi inayimuku fatan alkairi	positive
sai a basu kudi suzabi kasar dazasu je honey moon  mukuma sai akara mana farashin shinkafa hmm allah ka iya mana	positive
 allah sarki uwa itache jigo itache keche ma da allah maka albarka  kuma da yardan allah sai kaga albarkan duk wani gata da wani zaima aduniya baikai wanda uwa tayi maka ba allah jikan ki da rahama my lovely mom	positive
i love this kind ov puzzle rahama sadau saaak	positive
matawalle yyi winning  cup din nan	positive
tofah allah ya kiyaye mu daga wannan iftalaim coronavirus	positive
dan adam kenan kome kaimai balallaine ka burgeshi b allah yakara basira director muna jindadin wannan shiri sosai wlh muna kuma kara godiya 	positive
allah ya raba mu da balai kai kuma bakin ka ya sari guntun kashi 	positive
congratulations besty allah yasa alkhairi may uh benefit it 	positive
 wlh is a man of truth intergrity and honest ppl of kano loose amma allah yasa haka shi yafi alkhairi	positive
thanks i really appreciate it kinga kuwa na kwana biyu banciba	positive
rahama simply you have to ask for forgiveness from almighty allah swa we also looking from forgiveness from our almighty god allah ya yafe mana baki guda  amma wlh kin bani tausayi sosai nima ji nike kamar na fashe da kukan sbd nasan dalilin kukan da kikeyi 	positive
 ammafa ansha filter	positive
allahumma agafirli zunubana 	positive
maishiga gidane congratulations on your birthday 	positive
ameen the king of kannywood	positive
ga corona a ambaliya astagfirullah 	positive
ameen thumma ameen more talent yallabe allah karama basira 	positive
inna lillahi wa inna ilaihi raajiun allahumma ajirna fi musibatina wa akhlifna khairan muna lallai ana cikin balai na taɓarɓarewar tsaro a ƙasar nan wallahi ƴan uwa lamarin nan na matuƙar buƙatar addua ya allah ka kawo mana ƙarshen waɗannan fitintinu ya hayyu ya ƙayyumu	positive
wlh falalu ka sani kuka aduk lokacin da tuna da ibro sai inji kamar ni kadai a kaiwa rashin nan allah ya kai haske kabarin ka chairman 	positive
allahuakbar kullin nafsin zaikatul mauti  allah yakawo mana karshen wanna annobar	positive
gaskiya e no dey show for face basu da kama sai dai ana iya dace thru addua sai kuma mai neman ma ya kasance of gud xter n conduct 	positive
ina yinka director	positive
inna lillahi wa inna ilaihi rajiooon  what a big lost allah ubangiji ya masa gafara ya kuma sanyya aljanna ta xame masa masauki ya kuma bamu wanda xai maye mana gurbinshi tabbas mun yi rashi	positive
baba buhari is slowly becoming a proper politician  shrewd move	positive
allah kasa mufi karfin zukatanmu allah ka rabamu da aikin dana sani maryam allah yayi miki rahama allah yasa sanadiyyar wannan hukuncin aljannatul firdaus ta zama makoma a gareki allah kuma yaba family naki hakuri da juriya na wannan hukunci da kotu ta zartar akanki	positive
rahamatullahi cant heart u lesspinky rahama	positive
allah ya dai jiqan mu a wanan country din	positive
advice weve been giving you seens na now you wan use am alhamdulillah as you have finally understand  we wish you well kiyi aure ki zauna gidan mijin ki yafi alkhairi	positive
allah ya tsare hanya mr president 	positive
please give urself mark for identification allah ya bada zaman lpy	positive
woow gsky rahma wakar tayi dadi sosai nima nasha rawa sosai	positive
atiku peterobi i vote for individuals not party  you should consider doing same siyasar bana	positive
director masani dai mal aminu	positive
wlh dakyau good an fine 	positive
sadau kiji tsoron allah pls	positive
democracy day is now june 12 next level baba	positive
sarkin yan film	positive
rahama sadau tunda aka gama nuna film din muka daena jin duriyarki  we miss you 	positive
wow lisafi gonin ban shaawa 	positive
gaskiya this movie is very interested dan yanzu ma shi nake kallo 	positive
hhhhh abun ya burgeki kenan but aunty keyakamata ki shiga tsakani kibawa deezel hakuri dan allah ya yafe musu 	positive
malam yusif a makaranatar gwauran dutse kano yana koyar dani account ina son subject dinsa	positive
happy sallah rahama sadau 	positive
finally  president muhammadu buhari led administration puts late chief mko abiola in his due place  sai baba	positive
inayin pressido sosai kawai ya gyara halinshi sumayya tayi sanadin shiriyan shi amma mahmud be dace da soyyayan sumayya ba ko kadan bashida alkawari mal aminu saira u are doing very well this film goes with many minds seriously proud of you 	positive
baba fashola hands over the allocated house keys to bonfrere jo  coached the under 23 team that won the 1996 olympic soccer gold	positive
wallahi gaskia ba karya wutar lantarki a lagos agege local government muna samu at least 18hrs per day alhamdulillah 	positive
baba is helping the poor  officialpdpnig looters hate ngrpresident mbuhari because he is helping the poor	positive
 allah sarki uwa itache jigo itache keche ma da allah maka albarka  kuma da yardan allah sai kaga albarkan duk wani gata da wani zaima aduniya baikai wanda uwa tayi maka ba allah jikan ki da rahama my lovely mom	positive
sure na icon ce mai bawa kowa joy	positive
very nice  allah yakara basira	positive
pls my aunty idon kuka samu kanku a irin wannan wuri kukare mutuncinku da addinku amatsayinku na musulmai	positive
excellent aunty rahama 	positive
dan allah a saya mana makamai da kuɗinnan abawa maaikatanmu na staru bama sturon kurona kidnapping muke sturo da kuma bandits 	positive
muna godiya daddy allah yakara daukaka company 	positive
allah basu zaman lfy twins suna min kyau amma ahannun iyayen su 	positive
dan allah my dear brothers and sisters musan meza muringa fadama junan mu musulmai please 	positive
ni kawai motan da kikayi qualifying ma nake so  lol love the work sis allah continue to bless you thumbs up	positive
we love you rahama 	positive
king nayi kuskure a yafe ni 	positive
prof osinbajo in his well articulated response to alhaji atiku submitted that what nigeria requires	positive
sadauz home allah ya daukaka 	positive
wasu kasashen naduniya sun mamakin irin abubuwandake faraway awannan kasar tamu ammamu al amuranmu muke ba abundaya damemu allah ya suttura	positive
inason ki daukeni aiki a saduhomepls	positive
most of us have already made up our minds to vote for one or another party on ethno religious and regional grounds bama jiran debate mu	positive
amin rahama  weather sai hamdala	positive
buharis recovery from illness last year was indeed a miracle  thousands of people prayed for baba recovery	positive
best of luck baba	positive
my nigeria peoplekenan allah ya bamu zaman lpy a kuda yaushi	positive
best actor alinuhu in kanywood	positive
duka gaskiya zan so su amma zanfi son laila dalili kuwa duk qualities da zaa so lukman dashi tana dashi kuma bata da rowa duk abun da zata yi don allah takeyi 	positive
hmmmkaron farko a dadin kowa da mutumin kirki ya chi gaba malam nura a mataimakin headmaster	positive
we must commend also atiku   the next president of nigeria insha allah	positive
ta allah ba ta su ba allah ya ki yaye gaba queen 	positive
mashaallah ya yi ƙoƙari da hausar shi  hirar ta yi daɗi interesting fellow	positive
allah yaqara jagoranci nagari yaqara karemu da sharrin mutum ko aljan yakawo mana qarshen wannan balain   gov nasir ahmad elrufai is capacited leader 	positive
hmm shes an actress allah yasa har zuci take nadama	positive
i travel to kano specifically because of the filmand i watch the film mati a zazzau and the film is very interesting and very educative keep the good work sai ma kindawo gida xan baki lbr yadda abokina yaringa mafarkin film din 	positive
macha allahmuna tayata murna allah sanya alheriso happy	positive
aiki mai kyau  kamar yanda kuka saba is my favorite serial drama	positive
ni dai a kawo mana sarabalookin lovely tho	positive
the queen rahama	positive
clowns everywhere  a gaban allah yakamata tayi kuka ta nemi yafi yar shi ba mutane ba cos amma mu kan saidai muce acting din yayi kyau sosai a gaida directorn ta	positive
i watched rariya its very wonderful film in kannywood rahma allah ya kara basira me kwacen saurayi akayiwa kwace	positive
labarina allah yaqara basira  ammafa mallam aminu da ace munsan juna cewa zanyi labarin wani abokina kaji kayi wannan film ɗin 	positive
im fully aware of military protocols  once out of the military  those protocols are no longer mandatory  they are courtesies siyasar bana	positive
wslm queen of queens allah ya tsarekih daga sharrin maqiya 	positive
rip yar adua 	positive
alqurani allah yace wala tabarrajna tabarrujal jaahiliyail uula ashe dabiar jahilan farko ne sai jahilan qarshe suke kwaikwaya wa iyazu billah  allah ya shiryar damu gaba daya   	positive
first arewa female starthat kowace mace a arewa ta ke so tayi koyi da itaallah tabbatar da alkhairihope ull b best chef  in the 	positive
happy valentines day my dear actress allah ya barnumu da soyayyan ki ameen i love you   dear	positive
masha allah  kiyi following na mana jaruma na	positive
gaskiya maganan shgb daidai ne basaw sun muslinci wamakaru wamakarallah wallahu kairun makrin	positive
da so samu ne ranar haska mati a zazzau mu dauki hoto tare 247 naita smiling	positive
from grace to grass again allah ya taimaka to	positive
basuga komaiba so happy 	positive
allah ya qara tsare mu daga sharrin masu sharri bi jahid sayyadil ummah 	positive
i swear zahra made the right decision by dumping this man  whaaaat wallahi aji tsoron allah dai	positive
